H7107;-14.431719126495901;16.48923640314459;20:00;REST;repos;maison 59
H7105;-14.433631210081739;16.489087762493657;08:00;STILL;priére;maison 64
H7105;-14.433631210081739;16.489087762493657;10:30;REST;repos;maison 64
H7105;-14.433631210081739;16.489087762493657;13:00;REST;Repos;maison 64
H7105;-14.433631210081739;16.489087762493657;14:00;FEED;déjeuner;maison 64
H7105;-14.433631210081739;16.489087762493657;15:00;REST;Repos;maison 64
H2902;-14.433605047299013;16.487950911852984;06:00;STILL;priére;maison 66
H3001;-14.43424188806393;16.486110869298077;06:00;WANDER;Prière + préparatif;maison 83
H3001;-14.43424188806393;16.486110869298077;22:00;REST;Repos + connexion;maison 83
H1103;-14.429049894970222;16.487122301407616;14:00;REST;repos;maison 84
H1606;-14.425740639076588;16.487942874220753;22:00;WANDER;rester à la maison;maison 91
H2703;-14.425688507499343;16.487945125021902;04:00;STILL;wird;maison 91
H1516;-14.431318921108483;16.4817083368455;13:00;REST;repos;maison 97
H1516;-14.431318921108483;16.4817083368455;19:00;STILL;repos;maison 97
H1002;-14.425898608186657;16.48854176418812;06:00;STILL;priére;maison143
H1513;-14.427807630738991;16.48687274029684;21:00;REST;repos;maison207
H0103;-14.432800975242046;16.486265383234127;10:00;WANDER;aller au marché;marché
H0106;-14.432590739335877;16.48622148988027;06:00;WANDER;aller au marché;marché
H0107;-14.432898456724123;16.48593780039329;09:00;WANDER;aller au marché;marché
H0108;-14.43286891912197;16.486293614888563;08:30;WANDER;aller au marché;marché
H0109;-14.432644421649327;16.48630578091203;08:30;WANDER;aller au marché;marché
H0117;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H0202;-14.432520041617655;16.486061368693242;11:30;WANDER;aller au marché;marché
H0203;-14.432617839408312;16.485932471353678;10:00;WANDER;aller au marché;marché
H0205;-14.432617839408312;16.485932471353678;10:00;WANDER;aller au marché;marché
H0305;-14.432908544431273;16.48590839016087;09:00;WANDER;aller au marché;marché
H0306;-14.432644421649327;16.48630578091203;06:30;WANDER;aller au marcher;marché
H0306;-14.432537012494818;16.486079958910953;19:00;WANDER;aller au marcher;marché
H0402;-14.432898456724123;16.48593780039329;09:00;WANDER;aller au marché;marché
H0403;-14.432924352348648;16.4858234527728;08:30;WANDER;aller travailler;marché
H0404;-14.432596594599074;16.48630425146374;10:00;WANDER;aller au marché;marché
H0405;-14.432520041617655;16.486061368693242;10:00;WANDER;aller au marcher;marché
H0503;-14.432006731805497;16.48649530814491;11:00;WANDER;aller au marché;marché
H0505;-14.42992669976351;16.4855758641004;11:00;WANDER;aller au marché;marché
H0505;-14.42992669976351;16.4855758641004;16:00;WANDER;vendre de l'arachide;marché
H0702;-14.432617839408312;16.485932471353678;10:00;WANDER;aller au marché;marché
H0703;-14.432617839408312;16.485932471353678;10:00;WANDER;aller au marché;marché
H1302;-14.432694440166937;16.486143026615434;10:30;WANDER;aller au marché;marché
H1304;-14.432908544431273;16.48590839016087;11:00;WANDER;aller au marché;marché
H2001;-14.432596594599074;16.48630425146374;10:00;WANDER;aller au marché;marché
H2102;-14.43286891912197;16.486293614888563;09:00;WANDER;aller au marché;marché
H2707;-14.432644421649327;16.48630578091203;09:30;WANDER;Aller au marché;marché
H2802;-14.432908544431273;16.48590839016087;08:30;WANDER;aller au travail;marché
H2802;-14.432537012494818;16.486079958910953;16:00;WANDER;aller au marché;marché
H2803;-14.432006731805497;16.48649530814491;10:00;WANDER;aller au marché;marché
H3107;-14.432269466792691;16.486234559235328;10:30;WANDER;aller au marché;marché
H3108;-14.432520041617655;16.486061368693242;10:30;WANDER;aller au marché;marché
H3405;-14.432898456724123;16.48593780039329;08:00;WANDER;aller au marché;marché
H4210;-14.432789837466824;16.486185780285496;08:45;WANDER;aller vendre;marché
H4301;-14.43286891912197;16.486293614888563;08:00;WANDER;aller au marché;marché
H4303;-14.43265789584838;16.4862578276641;17:00;WANDER;aller vendre;marché
H4502;-14.432908544431273;16.48590839016087;06:00;WANDER;aller au travail;marché
H4504;-14.432644421649327;16.48630578091203;09:00;WANDER;aller au marché;marché
H4505;-14.432644421649327;16.48630578091203;09:00;WANDER;aller au marché;marché
H4602;-14.432809975235935;16.48620105575592;08:00;WANDER;Vendre du charbon;Marché
H4604;-14.432531025492027;16.486185624142212;09:00;WANDER;Aller au marché;Marché
H4701;-14.433015416860936;16.486525260210737;08:00;WANDER;promenade;marché
H4703;-14.4331454329591;16.48687609496575;08:00;WANDER;arranger ses marchandises;marché
H4703;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H4707;-14.432520041617655;16.486061368693242;09:00;WANDER;aller au marché;marché
H4707;-14.433105338742768;16.48664788420441;17:00;WANDER;promenade;marché
H4708;-14.432617839408312;16.485932471353678;10:00;WANDER;vendre des accessoires;marché
H4711;-14.432397788659793;16.485962163630738;10:00;WANDER;aller au marché;marché
H4715;-14.433171404044607;16.48691176755275;17:00;WANDER;promenade;marché
H4803;-14.432617839408312;16.485932471353678;09:00;WANDER;aller au marché;marché
H4805;-14.432617839408312;16.485932471353678;09:00;WANDER;aller au marché;marché
H4902;-14.432898456724123;16.48593780039329;08:00;WANDER;aller au marché;marché
H5001;-14.432523143304467;16.486198856643636;09:00;WANDER;aller au marché;marché
H5004;-14.43321492697289;16.48682896438373;10:00;WANDER;aller  au marché;marché
H5103;-14.432908544431273;16.48590839016087;08:00;WANDER;aller au marcher;marché
H5104;-14.432596594599074;16.48630425146374;09:00;WANDER;aller au marcher;marché
H5107;-14.432617839408312;16.485932471353678;09:00;WANDER;aller au marché;marché
H5202;-14.432623992963531;16.486140422947027;09:00;WANDER;aller au marché;marché
H5203;-14.43286891912197;16.486293614888563;08:00;WANDER;aller au marché;marché
H5206;-14.432617839408312;16.485932471353678;17:00;WANDER;aller au marché;marché
H5311;-14.432107561869199;16.486222882404245;11:00;WANDER;Aller au marché;Marché
H5316;-14.432898456724123;16.48593780039329;09:00;WANDER;Aller au marché;Marché
H5401;-14.432644421649327;16.48630578091203;10:00;WANDER;Aller au marché;marché
H5703;-14.43286891912197;16.486293614888563;09:30;WANDER;Aller au marché;Marché
H5801;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H5802;-14.432520041617655;16.486061368693242;10:00;WANDER;Aller au marché;marché
H6101;-14.432869618553513;16.485761639145505;09:00;WANDER;Aller travailler;marché
H6102;-14.432908544431273;16.48590839016087;09:00;WANDER;aller au marché;marché
H6103;-14.432006731805497;16.48649530814491;10:00;WANDER;aller au marcher;marché
H6108;-14.432596594599074;16.48630425146374;09:00;WANDER;aller au marché;marché
H6112;-14.432908544431273;16.48590839016087;10:00;WANDER;aller au travail;marché
H6202;-14.432644421649327;16.48630578091203;11:00;WANDER;aller au marché;marché
H6203;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H6304;-14.432520041617655;16.486061368693242;10:00;WANDER;Aller au marché;Marché
H6401;-14.432898456724123;16.48593780039329;10:00;WANDER;Aller au marché;Marché
H6402;-14.43286891912197;16.486293614888563;09:30;WANDER;Aller au marché;Marché
H6504;-14.432006731805497;16.48649530814491;08:00;WANDER;aller au marché;marché
H6505;-14.432898456724123;16.48593780039329;08:00;WANDER;aller au marché;marché
H7001;-14.432644421649327;16.48630578091203;11:00;WANDER;aller au marché;marché
H7501;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H7502;-14.432520041617655;16.486061368693242;12:00;WANDER;aller au marché;marché
H7701;-14.43286891912197;16.486293614888563;09:00;WANDER;aller au marché;marché
H7714;-14.432644421649327;16.48630578091203;09:00;WANDER;aller au marché;marché
H7715;-14.432537012494818;16.486079958910953;09:00;WANDER;aller au marché;marché
H7902;-14.432617839408312;16.485932471353678;08:00;WANDER;aller au marché;marché
H8105;-14.433395215293158;16.48717707872337;07:00;STILL;decharger;Marche
H8105;0;394;17:00;STILL;Rentrer;Ndioum
H8106;-14.43174836642716;16.48656116706618;08:00;STILL;Vendre;Marche
H8106;0;394;18:00;STILL;Rentrer;Ndioum
H13804;-14.432520041617655;16.486061368693242;10:00;WANDER;aller au marché;marché
H29503;-14.432617839408312;16.485932471353678;10:00;WANDER;aller au marché;marché
H41302;-14.432898456724123;16.48593780039329;09:00;WANDER;aller au marché;marché
H41305;-14.43286891912197;16.486293614888563;10:00;WANDER;aller au marché;marché
H41305;-14.43286891912197;16.486293614888563;17:00;WANDER;aller vendre;marché
H0401;-14.43218285542915;16.486727748533525;07:30;WANDER;aller travailler;moulin
H0401;-14.43218285542915;16.486727748533525;14:30;WANDER;aller travailler;moulin
H2101;-14.43077876908277;16.48756132443009;00:00;WANDER;aller au travail;poste de santé
H2101;-14.43077876908277;16.48756132443009;08:00;WANDER;aller au travail;poste de santé
H2101;-14.43077876908277;16.48756132443009;17:00;WANDER;aller au travail;poste de santé
H15303;-14.423684859687546;16.489080977332023;06:00;WANDER;préparatif petit dej;prés cuisine
H15302;-14.423684859687546;16.489080977332023;06:00;WANDER;prepa petit dej;prés cuisine(440)
H5307;-14.434232398174212;16.488063450465038;18:00;WANDER;Jouer;Route Nationale
H2003;-14.429864395169126;16.487239490867946;15:00;STILL;regarder la télé;salle
H2004;-14.429864395169126;16.487239490867946;10:00;STILL;regarder la télé;salle
H2004;-14.429864395169126;16.487239490867946;15:00;STILL;regarder la télé;salle
H2005;-14.429864395169126;16.487239490867946;09:00;STILL;salle télé;salle
H6503;-14.433885873948931;16.488746299800834;21:00;WANDER;travailler;salle (166)
H1501;-14.432175271163144;16.485429701470224;09:00;WANDER;tache ménagére;salle de bain+ véranda
H0110;-14.431001164892983;16.485844886480038;20:00;STILL;regarder la télé;salon
H1302;-14.431441084208329;16.48522871164703;10:00;FEED;petit déjeuner;salon
H1304;-14.431441084208329;16.48522871164703;10:00;FEED;petit déjeuner;salon
H2805;-14.433817612355572;16.485917159339394;10:00;STILL;regarder la télé;salon
H2806;-14.433817612355572;16.485917159339394;15:00;REST;repos+ regarder la télé;salon
H3303;-14.433983945905538;16.486949748260336;08:00;REST;repos;salon
H3303;-14.433983945905538;16.486949748260336;09:00;FEED;petit dej;salon
H3303;-14.433983945905538;16.486949748260336;12:00;REST;repos;salon
H3303;-14.433983945905538;16.486949748260336;15:00;STILL;regarder la télé;salon
H3303;-14.433983945905538;16.486949748260336;23:00;REST;dormir;salon
H3304;-14.433981263696563;16.486957464045176;15:00;STILL;regarder la télé;salon
H3304;-14.433903479636239;16.48713749893755;22:00;STILL;regarder la télé;salon
H3305;-14.433981263696563;16.486957464045176;10:00;FEED;petit dej;salon
H3403;-14.43227714152777;16.486579435763243;15:00;REST;repos+ palabrer;salon
H3403;-14.43227714152777;16.486579435763243;22:00;STILL;palabrer;salon
H3404;-14.432434721305144;16.486584579629675;23:00;REST;regerder la télé;salon
H4108;-14.429355685235475;16.487980241086095;22:00;STILL;regarder la télé;salon
H4109;-14.429141150395314;16.487821803162678;09:00;WANDER;Préparer les habits;salon
H4110;-14.429280400598957;16.487677153664745;22:00;STILL;réviser;salon
H4201;-14.429612763383632;16.48810663129651;01:00;REST;dormir;salon
H4201;-14.429612763383632;16.48810663129651;06:00;REST;Dormir;salon
H4201;-14.429612763383632;16.48810663129651;15:00;REST;Dormir;salon
H4511;-14.430126854215041;16.48800917665856;22:00;STILL;réviser;salon
H4513;-14.430126854215041;16.48800917665856;22:00;STILL;réviser;salon
H4517;-14.430126854215041;16.48800917665856;21:30;STILL;Réviser;Salon
H4524;-14.430485462273719;16.48809259822256;21:30;STILL;Réviser;Salon
H4525;-14.430485462273719;16.48809259822256;21:30;STILL;Réviser;Salon
H4526;-14.430485462273719;16.48809259822256;21:30;STILL;Réviser;Salon
H4527;-14.430485462273719;16.48809259822256;21:30;STILL;Réviser;Salon
H4528;-14.430485462273719;16.48809259822256;21:30;STILL;Réviser;Salon
H5004;-14.432854483987487;16.48766747705656;17:00;STILL;Regarder la télé;salon
H6510;-14.433885873948931;16.488746299800834;21:00;STILL;regarder la télé;salon
H7702;-14.429634796387582;16.4885014459611;09:00;FEED;petit dejeuner;salon
H7702;-14.429634796387582;16.4885014459611;09:30;STILL;regarder la télé;salon
H7702;-14.429634796387582;16.4885014459611;15:00;REST;repos;salon
H15301;-14.423696444741811;16.489142122884996;11:00;REST;pause;salon
H15302;-14.423696444741811;16.489142122884996;19:00;STILL;regarder la télé;salon
H15303;-14.423696444741811;16.489142122884996;15:00;REST;pause;salon
H15303;-14.423696444741811;16.489142122884996;21:00;STILL;regarder la télé;salon
H4109;-14.429141150395314;16.487821803162678;17:00;WANDER;coudre;salon (227)
H4109;-14.429141150395314;16.487821803162678;19:00;WANDER;coudre;salon (227)
H3305;-14.43396894483978;16.48695686660005;15:00;STILL;regarder la télé;salon (371)
H15301;-14.423696444741811;16.489142122884996;13:00;REST;repos;salon (441)
H15301;-14.423696444741811;16.489142122884996;14:00;FEED;Déjeuner;salon (441)
H15301;-14.423696444741811;16.489142122884996;15:00;REST;repos + thé;salon (441)
H15302;-14.423696444741811;16.489142122884996;13:30;FEED;Déjeuner;salon (441)
H15303;-14.423696444741811;16.489142122884996;14:30;FEED;Déjeuner;salon (441)
H15302;-14.423696444741811;16.489142122884996;05:00;STILL;priére;salon 441
H1107;-14.432336271485779;16.484839703597096;09:00;WANDER;aller au travail;salon coiffure
H1107;-14.432336271485779;16.484839703597096;16:00;WANDER;retourner au travail;salon coiffure
H1108;-14.432336271485779;16.484839703597096;16:00;WANDER;aller travailler;salon coiffure (347)
H1108;-14.432336271485779;16.484839703597096;09:00;WANDER;aller travailler;salon de coiffure (347)
H7501;-14.431661683419675;16.486969510272633;12:00;REST;repos;sous l'arbe
H7502;-14.431661683419675;16.486969510272633;08:00;WANDER;vendre des sauces;sous l'arbe
H2703;-14.433236243645865;16.48537319278761;17:00;WANDER;revenir au travail;studio
H2703;-14.433236243645865;16.48537319278761;10:30;WANDER;aller au travail;studio (433')
H1503;-14.432141085631882;16.48577976584998;09:00;WANDER;aller à l'atelier;tailleur (354)
H5106;-14.432366446028634;16.485691962613892;09:00;WANDER;aller au travail;tailleur marché
H3112;-14.433431469562068;16.48669369505919;16:00;WANDER;aller travailler;tangana
H7001;-14.432793440674212;16.48657396106856;19:00;WANDER;vendre;tangana
H3112;-14.433431469562068;16.48669369505919;06:30;WANDER;aller au travail;tangana (399)
H0101;-14.434057795048796;16.48531049010611;17:00;WANDER;aller regarder le foot;terrain
H1103;-14.434057795048796;16.48531049010611;17:00;WANDER;entrainment football;terrain
H3203;-14.434057795048796;16.48531049010611;18:30;WANDER;s'entrainer;terrain
H4906;-14.434057795048796;16.48531049010611;18:00;WANDER;aller regarder le foot;terrain
H6120;-14.434057795048796;16.48531049010611;17:00;WANDER;entrainement foot;terrain
H1303;-14.434057897358798;16.485125560418698;17:00;WANDER;aller au terrain;terrain 
H3105;-14.434057897358798;16.485125560418698;17:00;WANDER;aller au terrain;terrain 
H5313;-14.434057897358798;16.485125560418698;17:00;WANDER;Aller au Terrain;Terrain de foot
H0201;-14.430419125550335;16.48600370389959;05:30;REST;Dormir;veranda
H0406;-14.429475418099933;16.4860388139386;09:00;FEED;petit dejeuner;Veranda
H0406;-14.429475418099933;16.4860388139386;09:30;REST;repos;veranda
H0406;-14.429475418099933;16.4860388139386;14:30;REST;Dormir;veranda
H0406;-14.429475418099933;16.4860388139386;16:00;REST;repos;veranda
H0408;-14.429475418099933;16.4860388139386;05:00;STILL;priére;Veranda
H0408;-14.429475418099933;16.4860388139386;09:00;FEED;petit déjeuner;Veranda
H0502;-14.429903230434965;16.485521210227798;08:30;REST;repos;veranda
H0502;-14.429903230434965;16.485521210227798;14:30;REST;repos;veranda
H0502;-14.429903230434965;16.485521210227798;17:00;STILL;priére;veranda
H0502;-14.429903230434965;16.485521210227798;18:00;STILL;palabrer;veranda
H0502;-14.429903230434965;16.485521210227798;20:00;FEED;diner;veranda
H0503;-14.429903230434965;16.485521210227798;14:30;WANDER;préparer le thé;Veranda
H1109;-14.432510615102318;16.48477283271398;14:30;FEED;déjeuner;Veranda
H1301;-14.4314826584465;16.485172128712453;11:00;REST;Repos;veranda
H1301;-14.4314826584465;16.485172128712453;14:00;FEED;Thé;veranda
H1301;-14.4314826584465;16.485172128712453;16:00;REST;repos;veranda
H1302;-14.4314826584465;16.485172128712453;14:00;FEED;repas;Veranda
H1303;-14.4314826584465;16.485172128712453;14:30;WANDER;faire le thé;Veranda
H1304;-14.4314826584465;16.485172128712453;00:00;REST;dormir;veranda
H1304;-14.4314826584465;16.485172128712453;14:00;FEED;déjeuner;Veranda
H2003;-14.429817456512033;16.48715976119254;19:00;STILL;reviser;veranda
